Node,Type,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Degree_Centrality,Closeness_Centrality,Avg_Similarity_To_Others,Max_Similarity_To_Others
Józsefvárosi Önkormányzat,Issuer,15735715242,0,-0.0059783123,0.10826965,-0.23621184,0.28640857,1.2267972,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7901408,0.0
Fővárosi Törvényszék,Issuer,15311399241,0,-0.0016862135,0.116717614,-0.23743422,0.27763116,1.3206469,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.79163206,0.0
Belváros-Lipótváros Budapest Főváros V. kerület Önkormányzat|Belváros-Lipótváros Közterület-Felügyelet|Belváros-Lipótváros Egészségügyi Szolgálat|Belváros-Lipótváros Városüzemeltető Kft.,Issuer,15735681241|15767123241|15505130241|13998521241,0,-0.0018804213,0.10907456,-0.21508437,0.2686263,1.2342212,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7833022,-1.1920929e-07
Nemzeti Koncessziós Iroda,Issuer,15845515241,2,0.009601124,0.25431645,-0.6988345,0.58092386,2.8793118,15,0.0,0.0008405358413141758,0.0027280809975332105,0.005154639175257732,0.2529335071707953,0.375376,-1.7881393e-07
MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság,Winner,"10625790444,HU 17781774",2,0.012944866,0.2529041,-0.6515258,0.65623766,2.8650286,15,0.11059772448052989,0.010477090040498278,0.03226867765870578,0.07216494845360824,0.33797909407665505,0.36376426,0.0
Szeged Megyei Jogú Város Önkormányzata|Somogyi Károly Városi és Megyei Könyvtár|Szegedi Közlekedési Kft.|Szegedi Városkép és Piac KFT|Nevelési és Kulturális Intézmények Gazdasági Szolgálata|Szegedi Rendezvény- és Médiaközpont Nonprofit Kft.|Szegedi Sport és Fürdők Szolgáltató Korlátolt Felelősségű Társaság|Szegedi Vadaspark és Programszervező Közhasznú Nonprofit Kft.|Szegedi Nemzeti Színház|Szegedi Kistérség Többcélú Társulása Egyesített Szociális Intézmény|Móra Ferenc Múzeum|Szeged Megyei Jogú Város Polgármesteri Hivatal|Szegedi Környezetgazdálkodási Nonprofit Kft.|IKV Ingatlankezelő és Vagyongazdálkodó Zrt.,Issuer,15735629206|15484684206|11092612206|11099224206|15484990206|18457627206|11090081206|23565524206|15484828206|15767020206|15355935206|15484000206|18455058206|12460377206,0,-1.9041821e-05,0.106645375,-0.21774827,0.22546116,1.2065548,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.799228,1.1920929e-07
Optimum-Gamma Ingatlanbefektetési Korlátolt Felelősségű Társaság,Issuer,25809026241,0,-0.00077009876,0.10767424,-0.21447232,0.39349636,1.2182261,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.79535884,0.0
Makó Város Önkormányzata|Makói Városgazdálkodási Nonprofit Kft.|Makói Szolgáltató Nonprofit Zártkörűen Működő Részvénytársaság,Issuer,15726913206|18458635206|25430435206,0,-0.0011324156,0.11334102,-0.21601942,0.28445774,1.2823713,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7967944,-1.1920929e-07
Nemzeti Kommunikációs Hivatal,Issuer,15827186241,3,-0.03093934,0.26683983,-0.78078854,0.83532226,3.0391734,15,0.002012000783433933,0.0011536776217966871,0.004734169953289211,0.010309278350515464,0.24776500638569604,0.41597784,1.1920929e-07
"LOUNGE DESIGN Szolgáltató Korlátolt Felelősségű Társaság|New Land Media Reklám, Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság",Winner,"22715544241,HU22715544|24670827244,HU24670827",3,-0.03967367,0.29759246,-0.8266144,0.8055383,3.3966625,15,0.05435963178605124,0.004825542830527137,0.016691839658500254,0.03608247422680412,0.3211920529801324,0.40980357,0.0
